sha1, type, category, Bkav, Lionic, Elastic, DrWeb, MicroWorld-eScan, FireEye, CAT-QuickHeal, McAfee, Malwarebytes, Zillya, Paloalto, Sangfor, K7AntiVirus, Alibaba, K7GW, CrowdStrike, BitDefenderTheta, Cyren, SymantecMobileInsight, Symantec, ESET-NOD32, APEX, TrendMicro-HouseCall, Avast, ClamAV, Kaspersky, BitDefender, NANO-Antivirus, SUPERAntiSpyware, Tencent, Ad-Aware, Trustlook, TACHYON, Emsisoft, Comodo, F-Secure, Baidu, VIPRE, TrendMicro, McAfee-GW-Edition, Trapmine, CMC, Sophos, Ikarus, GData, Jiangmin, Webroot, Avira, eGambit, Antiy-AVL, Kingsoft, Gridinsoft, Arcabit, ViRobot, Avast-Mobile, Microsoft, Cynet, BitDefenderFalx, AhnLab-V3, Acronis, VBA32, ALYac, MAX, Cylance, Zoner, Rising, Yandex, SentinelOne, MaxSecure, Fortinet, AVG, Cybereason, Panda, last_time, firs_time
b2f0dae9f5b4f9d62b73d24f1f52dcb6d66d2f52, Mach-O, 2816772, trojan, undetected, malicious, type-unsupported, undetected, undetected, undetected, malicious, undetected, malicious, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, malicious, type-unsupported, malicious, malicious, undetected, malicious, malicious, malicious, malicious, malicious, undetected, undetected, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, malicious, undetected, malicious, malicious, malicious, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, undetected, malicious, undetected, malicious, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, undetected, undetected, type-unsupported, undetected, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, 2019-11-30 20:37:42, 2019-11-30 20:37:42
2795ca35847cecb543f713b773d87c089a6a38ba, unknown, 101856020, trojan, undetected, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, undetected, type-unsupported, timeout, undetected, type-unsupported, undetected, type-unsupported, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, malicious, timeout, undetected, malicious, malicious, undetected, undetected, undetected, undetected, timeout, malicious, undetected, malicious, undetected, timeout, malicious, type-unsupported, type-unsupported, undetected, undetected, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, undetected, malicious, undetected, type-unsupported, malicious, type-unsupported, type-unsupported, undetected, type-unsupported, undetected, failure, malicious, undetected, type-unsupported, undetected, malicious, timeout, undetected, undetected, undetected, confirmed-timeout, type-unsupported, undetected, type-unsupported, 2021-01-05 03:11:57, 2021-01-05 03:11:57
102229386892fd0aa16ca349919cd9b20db30dc8, Mach-O, 22032, trojan, undetected, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, undetected, malicious, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, undetected, undetected, malicious, malicious, undetected, malicious, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, malicious, malicious, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, malicious, malicious, undetected, type-unsupported, undetected, undetected, undetected, malicious, malicious, malicious, malicious, type-unsupported, undetected, type-unsupported, 2020-06-19 14:45:29, 2020-06-19 14:45:29
4322ee3d2d26f490a1b06634e4f9c81f3c937020, ZIP, 2603642, trojan, undetected, malicious, malicious, malicious, undetected, malicious, undetected, undetected, type-unsupported, undetected, undetected, malicious, undetected, failure, type-unsupported, undetected, undetected, type-unsupported, malicious, undetected, type-unsupported, undetected, malicious, malicious, malicious, malicious, malicious, undetected, undetected, undetected, malicious, malicious, malicious, undetected, undetected, undetected, undetected, type-unsupported, undetected, malicious, failure, undetected, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, malicious, undetected, malicious, undetected, malicious, undetected, malicious, undetected, malicious, type-unsupported, undetected, undetected, malicious, undetected, type-unsupported, undetected, malicious, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, malicious, 2017-12-24 11:05:49, 2017-11-19 17:44:49
a2651c95ed756d07fd204785072c951376010bd8, COFF, 26316055, trojan, undetected, malicious, type-unsupported, undetected, undetected, malicious, malicious, undetected, malicious, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, malicious, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, undetected, undetected, malicious, undetected, undetected, malicious, undetected, undetected, malicious, undetected, malicious, malicious, type-unsupported, malicious, undetected, type-unsupported, type-unsupported, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, undetected, malicious, undetected, malicious, malicious, type-unsupported, type-unsupported, malicious, type-unsupported, undetected, malicious, undetected, undetected, type-unsupported, undetected, malicious, undetected, malicious, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, 2021-09-15 04:34:57, 2021-09-12 01:10:32
555bef14876a74b9c4d543882f4ce289f3422ad2, Macintosh Disk Image, 550619, adware, undetected, malicious, type-unsupported, malicious, malicious, undetected, undetected, malicious, undetected, malicious, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, undetected, failure, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, undetected, malicious, malicious, undetected, undetected, undetected, undetected, malicious, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, malicious, undetected, type-unsupported, malicious, malicious, type-unsupported, undetected, type-unsupported, undetected, malicious, malicious, type-unsupported, undetected, undetected, undetected, malicious, undetected, undetected, malicious, type-unsupported, malicious, type-unsupported, 2022-01-01 18:03:19, 2013-08-19 11:28:08
d8a35dfa14623a7d3e034d336ec24c499027c09a, Macintosh Disk Image, 249304, trojan, undetected, malicious, type-unsupported, undetected, undetected, malicious, malicious, undetected, malicious, malicious, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, type-unsupported, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, undetected, malicious, malicious, undetected, malicious, undetected, undetected, malicious, type-unsupported, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, malicious, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, undetected, type-unsupported, undetected, malicious, malicious, undetected, type-unsupported, undetected, undetected, undetected, malicious, malicious, undetected, malicious, type-unsupported, undetected, type-unsupported, undetected, 2018-10-04 17:49:20, 2018-02-19 06:29:13
55800dc173d80a8a4ab7685b0a4f212900778fa0, Macintosh Disk Image, 5188982, trojan, undetected, malicious, type-unsupported, malicious, malicious, failure, malicious, undetected, malicious, undetected, malicious, type-unsupported, timeout, undetected, type-unsupported, undetected, type-unsupported, undetected, malicious, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, malicious, undetected, undetected, malicious, malicious, malicious, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, malicious, malicious, malicious, undetected, type-unsupported, malicious, type-unsupported, undetected, undetected, undetected, undetected, malicious, undetected, type-unsupported, malicious, type-unsupported, type-unsupported, undetected, type-unsupported, undetected, malicious, malicious, timeout, undetected, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, undetected, type-unsupported, 2019-01-26 12:55:51, 2016-08-02 00:38:29
07f8549d2a8cc76023acee374c18bbe31bb19d91, Mach-O, 2348012, trojan, undetected, failure, type-unsupported, malicious, failure, undetected, undetected, malicious, undetected, malicious, failure, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, undetected, failure, malicious, type-unsupported, malicious, malicious, malicious, undetected, malicious, undetected, undetected, undetected, malicious, undetected, undetected, malicious, undetected, malicious, malicious, malicious, malicious, failure, type-unsupported, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, undetected, malicious, undetected, undetected, malicious, type-unsupported, undetected, undetected, malicious, undetected, undetected, failure, undetected, undetected, undetected, undetected, undetected, malicious, malicious, type-unsupported, type-unsupported, type-unsupported, 2019-11-30 20:39:19, 2019-11-30 20:39:19
93c35ac8d01e5d502b6cb3a9d146395778995ecb, Shell script, 342, trojan, undetected, malicious, undetected, malicious, malicious, malicious, malicious, undetected, undetected, undetected, type-unsupported, undetected, undetected, type-unsupported, undetected, malicious, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, malicious, undetected, undetected, malicious, malicious, type-unsupported, malicious, malicious, malicious, malicious, undetected, malicious, malicious, type-unsupported, type-unsupported, undetected, malicious, type-unsupported, malicious, undetected, type-unsupported, undetected, undetected, undetected, undetected, type-unsupported, malicious, undetected, malicious, undetected, malicious, undetected, malicious, type-unsupported, malicious, malicious, undetected, type-unsupported, undetected, malicious, malicious, type-unsupported, malicious, malicious, type-unsupported, undetected, type-unsupported, malicious, 2017-11-21 18:11:11, 2012-10-30 09:21:15
cb27650db5fd999d2a599d95ad0b5ccb031ce517, Mach-O, 352160, trojan, undetected, timeout, malicious, malicious, malicious, undetected, malicious, undetected, malicious, type-unsupported, undetected, undetected, type-unsupported, undetected, type-unsupported, undetected, undetected, malicious, type-unsupported, malicious, malicious, undetected, malicious, malicious, malicious, malicious, malicious, malicious, undetected, malicious, malicious, malicious, malicious, undetected, malicious, undetected, malicious, malicious, type-unsupported, undetected, malicious, undetected, type-unsupported, undetected, type-unsupported, malicious, type-unsupported, malicious, undetected, undetected, undetected, malicious, undetected, type-unsupported, malicious, malicious, type-unsupported, malicious, undetected, malicious, undetected, undetected, timeout, undetected, malicious, undetected, malicious, undetected, undetected, malicious, type-unsupported, undetected, type-unsupported, 2017-10-31 08:44:11, 2014-09-09 10:39:13
